community_id,community_size,dominant_experience_level,entry_accessibility,community_label,defining_skills,defining_responsibility_signals,confidence,level_agreement,access_agreement,label_agreement,overall_agreement,calls_used,top_title_keywords,raw_call_outputs,batch_id
466,28,mid,moderate_entry_barrier,Agile Scrum Masters,"['Scrum', 'Agile', 'Project Management']","['Optimize flow of stories', 'Mitigate risk']",high,0.667,0.667,0.333,0.556,3,"manager, scrum, master, project, technical, technology, engineering, information, digital, product, senior, agile","[{""community_id"": 466, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Agile Scrum Masters"", ""defining_skills"": [""Scrum"", ""Agile"", ""Project Management""], ""defining_responsibility_signals"": [""Optimize flow of stories"", ""Mitigate risk""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 466, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Agile Scrum Masters\"", \""defining_skills\"": [\""Scrum\"", \""Agile\"", \""Project Management\""], \""defining_responsibility_signals\"": [\""Optimize flow of stories\"", \""Mitigate risk\""], \""confidence\"": \""high\""}""}, {""community_id"": 466, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Scrum Master Community"", ""defining_skills"": [""Scrum"", ""Agile"", ""Project Management""], ""defining_responsibility_signals"": [""Lead teams"", ""Facilitate Agile processes""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 466, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Scrum Master Community\"", \""defining_skills\"": [\""Scrum\"", \""Agile\"", \""Project Management\""], \""defining_responsibility_signals\"": [\""Lead teams\"", \""Facilitate Agile processes\""], \""confidence\"": \""high\""}""}, {""community_id"": 466, ""dominant_experience_level"": ""senior"", ""entry_accessibility"": ""restricted_entry_point"", ""community_label"": ""Senior Digital Product Management"", ""defining_skills"": [""digital product management"", ""platform digital transfers"", ""payments product""], ""defining_responsibility_signals"": [""join a platform team"", ""support independent registered investment advisors""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 466, \""dominant_experience_level\"": \""senior\"", \""entry_accessibility\"": \""restricted_entry_point\"", \""community_label\"": \""Senior Digital Product Management\"", \""defining_skills\"": [\""digital product management\"", \""platform digital transfers\"", \""payments product\""], \""defining_responsibility_signals\"": [\""join a platform team\"", \""support independent registered investment advisors\""], \""confidence\"": \""high\""}""}]",19
467,28,mid,moderate_entry_barrier,Tech Support Specialists,"['tier 1 tech support', 'helpdesk', 'troubleshooting']","['handle customer inquiries', 'resolve technical issues']",medium,1.0,1.0,0.333,0.778,3,"support, specialist, desk, help, technical, technology, information, technician, tier, manager, mac, service","[{""community_id"": 467, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Tech Support Specialists"", ""defining_skills"": [""tier 1 tech support"", ""helpdesk"", ""troubleshooting""], ""defining_responsibility_signals"": [""handle customer inquiries"", ""resolve technical issues""], ""confidence"": ""medium"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 467, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Tech Support Specialists\"", \""defining_skills\"": [\""tier 1 tech support\"", \""helpdesk\"", \""troubleshooting\""], \""defining_responsibility_signals\"": [\""handle customer inquiries\"", \""resolve technical issues\""], \""confidence\"": \""medium\""}""}, {""community_id"": 467, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Lab Technician"", ""defining_skills"": [""data center operations"", ""technical proficiency"", ""relevant areas""], ""defining_responsibility_signals"": [""lab technician"", ""contract role""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 467, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Lab Technician\"", \""defining_skills\"": [\""data center operations\"", \""technical proficiency\"", \""relevant areas\""], \""defining_responsibility_signals\"": [\""lab technician\"", \""contract role\""], \""confidence\"": \""medium\""}""}, {""community_id"": 467, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""IT Support Management"", ""defining_skills"": [""helpdesk management"", ""IT consulting"", ""cybersecurity""], ""defining_responsibility_signals"": [""own and manage IT services"", ""develop staff""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 467, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""IT Support Management\"", \""defining_skills\"": [\""helpdesk management\"", \""IT consulting\"", \""cybersecurity\""], \""defining_responsibility_signals\"": [\""own and manage IT services\"", \""develop staff\""], \""confidence\"": \""medium\""}""}]",19
468,28,junior,clear_entry_point,Patient Access Specialists,"['patient access', 'revenue cycle management', 'technology-enabled solutions']","['handle patient inquiries', 'process insurance claims']",medium,0.667,0.667,0.333,0.556,3,"access, patient, medical, service, specialist, representative, manager, business, emergency, department, mount, sinai","[{""community_id"": 468, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Patient Access Specialists"", ""defining_skills"": [""patient access"", ""revenue cycle management"", ""technology-enabled solutions""], ""defining_responsibility_signals"": [""handle patient inquiries"", ""process insurance claims""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 468, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Patient Access Specialists\"", \""defining_skills\"": [\""patient access\"", \""revenue cycle management\"", \""technology-enabled solutions\""], \""defining_responsibility_signals\"": [\""handle patient inquiries\"", \""process insurance claims\""], \""confidence\"": \""high\""}""}, {""community_id"": 468, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Patient Access"", ""defining_skills"": [""patient access"", ""revenue cycle management"", ""technology-enabled solutions""], ""defining_responsibility_signals"": [""supervise"", ""manage""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 468, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Patient Access\"", \""defining_skills\"": [\""patient access\"", \""revenue cycle management\"", \""technology-enabled solutions\""], \""defining_responsibility_signals\"": [\""supervise\"", \""manage\""], \""confidence\"": \""medium\""}""}, {""community_id"": 468, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Medical Benefits Management"", ""defining_skills"": [""benefits management"", ""clinical operations"", ""cost savings""], ""defining_responsibility_signals"": [""deliver cost savings"", ""manage clinical domains""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 468, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Medical Benefits Management\"", \""defining_skills\"": [\""benefits management\"", \""clinical operations\"", \""cost savings\""], \""defining_responsibility_signals\"": [\""deliver cost savings\"", \""manage clinical domains\""], \""confidence\"": \""medium\""}""}]",19
469,28,mid,moderate_entry_barrier,Manufacturing Technicians,"['CNC', 'machining', 'injection molding']","['shift work', 'execute defined projects']",medium,1.0,1.0,1.0,1.0,3,"technician, shift, machinist, 2nd, millwright, tooling, engineer, maker, injection, molding, cnc, 3rd","[{""community_id"": 469, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Manufacturing Technicians"", ""defining_skills"": [""CNC"", ""machining"", ""tooling""], ""defining_responsibility_signals"": [""execute defined projects"", ""collaborate with team""], ""confidence"": ""medium"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 469, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Manufacturing Technicians\"", \""defining_skills\"": [\""CNC\"", \""machining\"", \""tooling\""], \""defining_responsibility_signals\"": [\""execute defined projects\"", \""collaborate with team\""], \""confidence\"": \""medium\""}""}, {""community_id"": 469, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Manufacturing Technicians"", ""defining_skills"": [""CNC"", ""machining"", ""injection molding""], ""defining_responsibility_signals"": [""shift work"", ""tool operation""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 469, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Manufacturing Technicians\"", \""defining_skills\"": [\""CNC\"", \""machining\"", \""injection molding\""], \""defining_responsibility_signals\"": [\""shift work\"", \""tool operation\""], \""confidence\"": \""medium\""}""}, {""community_id"": 469, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Manufacturing Technicians"", ""defining_skills"": [""CNC"", ""machining"", ""injection molding""], ""defining_responsibility_signals"": [""shift work"", ""operating machinery""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 469, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Manufacturing Technicians\"", \""defining_skills\"": [\""CNC\"", \""machining\"", \""injection molding\""], \""defining_responsibility_signals\"": [\""shift work\"", \""operating machinery\""], \""confidence\"": \""medium\""}""}]",19
470,28,junior,clear_entry_point,Food Service Specialists,"['food preparation', 'dietary services', 'patient care']","['serve meals', 'assist with dietary needs']",high,1.0,1.0,0.333,0.778,3,"food, nutrition, dietary, cook, service, aide, dietitian, registered, assistant, specialist, diet, clinical","[{""community_id"": 470, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Food Service Specialists"", ""defining_skills"": [""food preparation"", ""nutrition"", ""dietary services""], ""defining_responsibility_signals"": [""serve meals"", ""assist with dietary needs""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 470, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Food Service Specialists\"", \""defining_skills\"": [\""food preparation\"", \""nutrition\"", \""dietary services\""], \""defining_responsibility_signals\"": [\""serve meals\"", \""assist with dietary needs\""], \""confidence\"": \""high\""}""}, {""community_id"": 470, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Nutrition Assistant"", ""defining_skills"": [""food preparation"", ""patient care"", ""dietary services""], ""defining_responsibility_signals"": [""provide accurate timely information"", ""join dietary team""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 470, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Nutrition Assistant\"", \""defining_skills\"": [\""food preparation\"", \""patient care\"", \""dietary services\""], \""defining_responsibility_signals\"": [\""provide accurate timely information\"", \""join dietary team\""], \""confidence\"": \""high\""}""}, {""community_id"": 470, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Food & Nutrition Aides"", ""defining_skills"": [""food preparation"", ""patient care"", ""dietary planning""], ""defining_responsibility_signals"": [""assist in meal preparation"", ""provide patient care""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 470, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Food & Nutrition Aides\"", \""defining_skills\"": [\""food preparation\"", \""patient care\"", \""dietary planning\""], \""defining_responsibility_signals\"": [\""assist in meal preparation\"", \""provide patient care\""], \""confidence\"": \""high\""}""}]",19
471,28,junior,clear_entry_point,Floor Technician,"['janitorial work', 'contract management', 'team leadership']","['daily cleaning', 'ensure cleanliness']",medium,1.0,0.667,0.667,0.778,3,"supervisor, floor, tech, janitor, custodial, housekeeping, lead, worker, cleaner, service, manager, aide","[{""community_id"": 471, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Custodial Supervisor"", ""defining_skills"": [""janitorial work"", ""contract management"", ""team leadership""], ""defining_responsibility_signals"": [""directs work of assigned crew"", ""assures work is performed on schedule""], ""confidence"": ""medium"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 471, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Custodial Supervisor\"", \""defining_skills\"": [\""janitorial work\"", \""contract management\"", \""team leadership\""], \""defining_responsibility_signals\"": [\""directs work of assigned crew\"", \""assures work is performed on schedule\""], \""confidence\"": \""medium\""}""}, {""community_id"": 471, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Floor Technician"", ""defining_skills"": [""cleaning"", ""floor maintenance"", ""attention to detail""], ""defining_responsibility_signals"": [""daily cleaning"", ""ensure cleanliness""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 471, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Floor Technician\"", \""defining_skills\"": [\""cleaning\"", \""floor maintenance\"", \""attention to detail\""], \""defining_responsibility_signals\"": [\""daily cleaning\"", \""ensure cleanliness\""], \""confidence\"": \""medium\""}""}, {""community_id"": 471, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Floor Technician"", ""defining_skills"": [""floor cleaning"", ""maintenance"", ""regulations""], ""defining_responsibility_signals"": [""daily cleaning"", ""ensure cleanliness""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 471, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Floor Technician\"", \""defining_skills\"": [\""floor cleaning\"", \""maintenance\"", \""regulations\""], \""defining_responsibility_signals\"": [\""daily cleaning\"", \""ensure cleanliness\""], \""confidence\"": \""medium\""}""}]",19
472,28,mid,moderate_entry_barrier,Process Engineers,"['API', 'CDMO', 'GMP']","['leads design and implementation', 'ensures safe and efficient production']",high,1.0,1.0,0.667,0.889,3,"engineer, process, senior, quality, development, manufacturing, operations, project, manager, mechanical, controls, api","[{""community_id"": 472, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Process Engineers"", ""defining_skills"": [""API"", ""CDMO"", ""GMP""], ""defining_responsibility_signals"": [""leads design and implementation"", ""ensures safe and efficient production""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 472, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Process Engineers\"", \""defining_skills\"": [\""API\"", \""CDMO\"", \""GMP\""], \""defining_responsibility_signals\"": [\""leads design and implementation\"", \""ensures safe and efficient production\""], \""confidence\"": \""high\""}""}, {""community_id"": 472, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Process Engineers"", ""defining_skills"": [""process development"", ""clinical candidate molecules"", ""tech transfer""], ""defining_responsibility_signals"": [""perform tech transfer"", ""support upstream processes""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 472, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Process Engineers\"", \""defining_skills\"": [\""process development\"", \""clinical candidate molecules\"", \""tech transfer\""], \""defining_responsibility_signals\"": [\""perform tech transfer\"", \""support upstream processes\""], \""confidence\"": \""medium\""}""}, {""community_id"": 472, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Biotech Project Managers"", ""defining_skills"": [""biologics"", ""process"", ""technology""], ""defining_responsibility_signals"": [""project management"", ""leadership""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 472, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Biotech Project Managers\"", \""defining_skills\"": [\""biologics\"", \""process\"", \""technology\""], \""defining_responsibility_signals\"": [\""project management\"", \""leadership\""], \""confidence\"": \""high\""}""}]",19
473,28,mid,moderate_entry_barrier,Legal Counsel,"['reviewing', 'negotiating', 'drafting']","['advise internal departments', 'assist with M&A work']",medium,1.0,1.0,0.667,0.889,3,"litigation, attorney, corporate, counsel, senior, commercial, paralegal, legal, real, estate, 100, claims","[{""community_id"": 473, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Legal Counsel"", ""defining_skills"": [""drafting"", ""reviewing"", ""negotiating""], ""defining_responsibility_signals"": [""advise internal departments"", ""assist with M&A work""], ""confidence"": ""medium"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 473, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Legal Counsel\"", \""defining_skills\"": [\""drafting\"", \""reviewing\"", \""negotiating\""], \""defining_responsibility_signals\"": [\""advise internal departments\"", \""assist with M&A work\""], \""confidence\"": \""medium\""}""}, {""community_id"": 473, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Commercial Contracts Attorneys"", ""defining_skills"": [""contract drafting"", ""reviewing"", ""negotiating""], ""defining_responsibility_signals"": [""drafting and negotiating contracts"", ""providing legal insights""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 473, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Commercial Contracts Attorneys\"", \""defining_skills\"": [\""contract drafting\"", \""reviewing\"", \""negotiating\""], \""defining_responsibility_signals\"": [\""drafting and negotiating contracts\"", \""providing legal insights\""], \""confidence\"": \""medium\""}""}, {""community_id"": 473, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Legal Counsel"", ""defining_skills"": [""litigation"", ""attorney"", ""corporate counsel""], ""defining_responsibility_signals"": [""support various teams"", ""work closely with general counsel""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 473, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Legal Counsel\"", \""defining_skills\"": [\""litigation\"", \""attorney\"", \""corporate counsel\""], \""defining_responsibility_signals\"": [\""support various teams\"", \""work closely with general counsel\""], \""confidence\"": \""medium\""}""}]",19
474,28,mid,moderate_entry_barrier,IAM Security Analysts,"['identity access management', 'access management program', 'security']","['assist with building and maturing the access management program', 'lend itself to assist']",medium,1.0,1.0,0.333,0.778,3,"compliance, analyst, security, risk, manager, iam, senior, identity, governance, engineer, access, information","[{""community_id"": 474, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""IAM Security Analysts"", ""defining_skills"": [""identity access management"", ""access management program"", ""security""], ""defining_responsibility_signals"": [""assist with building and maturing the access management program"", ""lend itself to assist""], ""confidence"": ""medium"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 474, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""IAM Security Analysts\"", \""defining_skills\"": [\""identity access management\"", \""access management program\"", \""security\""], \""defining_responsibility_signals\"": [\""assist with building and maturing the access management program\"", \""lend itself to assist\""], \""confidence\"": \""medium\""}""}, {""community_id"": 474, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""InfoSec IAM Analysts"", ""defining_skills"": [""IAM"", ""InfoSec"", ""Bilingual (Spanish/English)""], ""defining_responsibility_signals"": [""High volume ticketing"", ""Hybrid schedule""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 474, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""InfoSec IAM Analysts\"", \""defining_skills\"": [\""IAM\"", \""InfoSec\"", \""Bilingual (Spanish/English)\""], \""defining_responsibility_signals\"": [\""High volume ticketing\"", \""Hybrid schedule\""], \""confidence\"": \""medium\""}""}, {""community_id"": 474, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""IAM Operations"", ""defining_skills"": [""user provisioning"", ""role-based access controls"", ""identity lifecycle management""], ""defining_responsibility_signals"": [""implement and maintain"", ""assist with process""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 474, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""IAM Operations\"", \""defining_skills\"": [\""user provisioning\"", \""role-based access controls\"", \""identity lifecycle management\""], \""defining_responsibility_signals\"": [\""implement and maintain\"", \""assist with process\""], \""confidence\"": \""medium\""}""}]",19
475,28,mid,moderate_entry_barrier,Water/Wastewater Engineer,"['project management', 'water/wastewater engineering', 'civil infrastructure']","['lead projects', 'manage resources']",high,1.0,1.0,0.667,0.889,3,"water, wastewater, engineer, project, manager, resources, graduate, plumbing, civil, eit, lead, mechanical","[{""community_id"": 475, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Wastewater Project Managers"", ""defining_skills"": [""water/wastewater engineering"", ""project management"", ""civil infrastructure""], ""defining_responsibility_signals"": [""lead projects"", ""manage resources""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 475, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Wastewater Project Managers\"", \""defining_skills\"": [\""water/wastewater engineering\"", \""project management\"", \""civil infrastructure\""], \""defining_responsibility_signals\"": [\""lead projects\"", \""manage resources\""], \""confidence\"": \""high\""}""}, {""community_id"": 475, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Water/Wastewater Engineer"", ""defining_skills"": [""project management"", ""civil engineering"", ""water resources""], ""defining_responsibility_signals"": [""lead projects"", ""manage resources""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 475, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Water/Wastewater Engineer\"", \""defining_skills\"": [\""project management\"", \""civil engineering\"", \""water resources\""], \""defining_responsibility_signals\"": [\""lead projects\"", \""manage resources\""], \""confidence\"": \""medium\""}""}, {""community_id"": 475, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Water/Wastewater Engineer"", ""defining_skills"": [""water/wastewater engineering"", ""project management"", ""technical plans and specifications""], ""defining_responsibility_signals"": [""lead the preparation of studies and reports"", ""coordinate and develop technical plans""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 475, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Water/Wastewater Engineer\"", \""defining_skills\"": [\""water/wastewater engineering\"", \""project management\"", \""technical plans and specifications\""], \""defining_responsibility_signals\"": [\""lead the preparation of studies and reports\"", \""coordinate and develop technical plans\""], \""confidence\"": \""high\""}""}]",20
476,28,junior,moderate_entry_barrier,Security Technicians,"['security work', 'shift work', 'machine operation']","['part-time work', 'local training programs']",medium,1.0,1.0,1.0,1.0,3,"security, work, shift, technician, phlebotomist, supervisor, machine, operator, 3rd, maintenance, sundays, overnights","[{""community_id"": 476, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Security Technicians"", ""defining_skills"": [""security work"", ""shift work"", ""machine operation""], ""defining_responsibility_signals"": [""part-time work"", ""local training programs""], ""confidence"": ""medium"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 476, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Security Technicians\"", \""defining_skills\"": [\""security work\"", \""shift work\"", \""machine operation\""], \""defining_responsibility_signals\"": [\""part-time work\"", \""local training programs\""], \""confidence\"": \""medium\""}""}, {""community_id"": 476, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Security Technicians"", ""defining_skills"": [""security work"", ""shift work"", ""technician skills""], ""defining_responsibility_signals"": [""part-time work"", ""local training programs""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 476, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Security Technicians\"", \""defining_skills\"": [\""security work\"", \""shift work\"", \""technician skills\""], \""defining_responsibility_signals\"": [\""part-time work\"", \""local training programs\""], \""confidence\"": \""medium\""}""}, {""community_id"": 476, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Security Technicians"", ""defining_skills"": [""security"", ""machine"", ""operator""], ""defining_responsibility_signals"": [""supervisor"", ""shift""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 476, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Security Technicians\"", \""defining_skills\"": [\""security\"", \""machine\"", \""operator\""], \""defining_responsibility_signals\"": [\""supervisor\"", \""shift\""], \""confidence\"": \""medium\""}""}]",20
